index,salary,location,url
58,158000.0,"Jacksonville, FL",https://www.refinery29.com/money-diary-jacksonville-fl-vacation-rental-manager-salary
59,18.0,"Boston, MA",https://www.refinery29.com/money-diary-boston-ma-patient-care-technician-salary
60,115000.0,"Birmingham, AL",https://www.refinery29.com/money-diary-alabama-attorney-salary
61,125000.0,"San Francisco, CA",https://www.refinery29.com/money-diary-san-francisco-project-manager-salary
62,32800.0,"Cambridge, MA",https://www.refinery29.com/money-diary-cambridge-ma-lead-toddler-teacher-salary
63,66000.0,"Arlington, VA",https://www.refinery29.com/money-diary-arlington-va-analyst-salary
64,65000.0,"Somerville, MA",https://www.refinery29.com/money-diary-somerville-ma-it-analyst-salary
65,80000.0,"Austin, TX",https://www.refinery29.com/money-diary-austin-tx-senior-associate-executive-recruiter-salary
66,70000.0,"Brooklyn, NY",https://www.refinery29.com/money-diary-brooklyn-new-york-city-recruiting-director-salary
67,52000.0,"Seattle, WA",https://www.refinery29.com/money-diary-seattle-behavioral-health-manager-salary
68,51000.0,"Worcester, MA",https://www.refinery29.com/money-diary-worcester-ma-program-manager-salary
69,18000.0,"Missoula, MT",https://www.refinery29.com/money-diary-missoula-mt-freelance-graphic-designer-salary
70,71400.0,"Los Angeles, CA",https://www.refinery29.com/money-diary-los-angeles-ca-project-engineer-salary
71,23000.0,"Ulsan, South Korea",https://www.refinery29.com/money-diary-south-korea-english-teacher-salary
72,49500.0,"Kansas City, MO",https://www.refinery29.com/money-diary-kansas-city-mo-associate-consultant-salary
73,95000.0,New York City,https://www.refinery29.com/money-diary-new-york-software-sales-executive-salary
74,86825.0,London,https://www.refinery29.com/money-diary-london-freelance-copywriter-joint-salary
75,27000.0,"Cleveland, OH",https://www.refinery29.com/money-diary-cleveland-oh-childrens-librarian-salary
76,68250.0,"Charlotte, NC",https://www.refinery29.com/money-diary-charlotte-north-carolina-associate-salary
77,75000.0,"Long Beach, CA",https://www.refinery29.com/money-diary-long-beach-project-director-salary
78,48630.0,Singapore,https://www.refinery29.com/money-diary-singapore-structural-engineer-salary
79,37800.0,"Phoenix, AZ",https://www.refinery29.com/money-diary-phoenix-assistant-salary
80,52000.0,Connecticut,https://www.refinery29.com/money-diary-connecticut-luxury-travel-manager-salary
81,13500.0,"Philadelphia, PA",https://www.refinery29.com/money-diary-philadelphia-pa-graduate-assistant-salary
82,35000.0,"Chicago, IL",https://www.refinery29.com/money-diary-chicago-il-executive-recruiter-salary
83,114000.0,Wisconsin,https://www.refinery29.com/money-diary-wisconsin-financial-planner-salary
84,56687.0,"Washington, D.C.",https://www.refinery29.com/money-diary-washington-dc-school-counselor-salary
85,83000.0,"Boston, MA",https://www.refinery29.com/money-diary-boston-ma-project-controller-salary
86,53000.0,"Anchorage, Alaska",https://www.refinery29.com/money-diary-anchorage-alaska-behavioral-health-counselor-salary
87,112000.0,"San Jose, CA",https://www.refinery29.com/money-diary-san-jose-ca-product-manager-salary
88,66000.0,"Holland, MI",https://www.refinery29.com/money-diary-holland-mi-administrative-assistant-salary
89,82400.0,Northern New Jersey,https://www.refinery29.com/money-diary-northern-new-jersey-lead-user-experience-designer-salary
90,165000.0,New York City,https://www.refinery29.com/money-diary-new-york-freelance-copywriter-part-time-sales-associate-salary
91,20800.0,Singapore,https://www.refinery29.com/money-diary-singapore-video-producer-salary
92,19100.0,"Marseille, France",https://www.refinery29.com/money-diary-marseille-child-care-assistant-salary
93,65000.0,"Detroit, MI",https://www.refinery29.com/money-diary-detroit-mi-senior-executive-assistant-salary
94,130000.0,"Glendale, CA",https://www.refinery29.com/money-diary-glendale-ca-communications-manager-salary
95,340000.0,"Houston, TX",https://www.refinery29.com/money-diary-houston-tx-lawyer-salary
96,100000.0,"Brooklyn, NY",https://www.refinery29.com/money-diary-new-york-hr-manager-salary
97,87200.0,"Austin, TX",https://www.refinery29.com/money-diary-austin-tx-administrator-executive-assistant-salary
98,57800.0,"Denver, CO",https://www.refinery29.com/money-diary-denver-co-account-manager-salary
99,50000.0,"New Haven, CT",https://www.refinery29.com/money-diary-new-haven-ct-account-manager-salary
100,92700.0,"Berkeley, CA",https://www.refinery29.com/money-diary-berkeley-ca-technology-consultant-salary
101,47000.0,"Houston, TX",https://www.refinery29.com/money-diary-houston-tx-marketing-specialist-salary
102,62000.0,"Baltimore, MD",https://www.refinery29.com/money-diary-baltimore-creative-director-salary
103,40000.0,New York City,https://www.refinery29.com/money-diary-new-york-city-film-distributor-salary
104,70000.0,"Lisbon, Portugal",https://www.refinery29.com/money-diary-lisbon-portugal-digital-nomad-sales-salary
105,59500.0,Barcelona,https://www.refinery29.com/money-diary-barcelona-cmo-salary
106,150000.0,"Brooklyn, NY",https://www.refinery29.com/money-diary-brooklyn-new-york-corporate-innovation-manager-salary
107,80000.0,"Paris, France",https://www.refinery29.com/money-diary-paris-fragrance-evaluator-salary
108,280000.0,"London, England",https://www.refinery29.com/money-diary-london-england-director-salary
109,35.0,"Los Angeles, CA",https://www.refinery29.com/money-diary-los-angeles-portfolio-coordinator-salary
